Date,paid_search_impressions_adst.5,kwai_impressions_lag2_adst.3,indicacao_clicks_adst.3,infleux_clicks_adst.3,programmaticclicks_adst.4,influencer_clicks_adst.3,FB: Level Achieved - Tier 1 Impressions_adst.2, FB: Level Achieved - Tier 2 Impressions_lag3_adst.5,paid_social_others_adst.3, GA App: Will And Cid Pequena Baixo Risco Clicks_lag3_adst.5,digital_tactic_others_adst.2,Total Approved Accounts - Revenue
2023-05-09,0.3527631160348809,0.0,0.2279688390791142,0.5369658830852253,0.32655546131571306,0.006406766654626556,0.26851183939393397,0.0,0.3228748873226933,0.0,0.8583431150785885,5066400.0
2023-05-10,0.5527300992536481,0.0,0.2847401216970939,0.6122225170908278,0.4744685644123079,0.0915135428252928,0.3043396057675144,0.0,0.4590041872313074,0.0,0.9684391604407698,5480000.0
2023-05-11,0.6108636950831795,0.09949456828989192,0.3249805552000934,0.25324478337207884,0.7192476933502421,0.045441848127035736,0.37529712635493806,0.0,0.2695216739929742,0.0,0.6488439215927176,4133100.0
2023-05-12,0.6110446250837316,0.11979448186062255,0.2376568386998854,0.16769545773216887,0.9469119904870346,0.01349840867109113,0.3633558465264921,0.23668282905894208,0.22798578292615482,0.23111712725777792,0.5865352499132415,3573910.0
2023-05-13,0.5232188428592656,0.11000371942054579,0.1373277565632825,0.13472158120580766,1.0,0.0187223204942263,0.4942720528524285,0.3370017181598211,0.25527571827511786,0.2464381960109647,0.5569498498189183,2776120.0
2023-05-14,0.4797464769657678,0.12250975419626721,0.07350873412600742,0.10410735607211301,0.9170080413947406,0.0008415680400797876,0.533369109236843,0.4297689788978264,0.47300376969468294,0.2662533564218237,0.6255931827732714,2611960.0
2023-05-15,0.7107459052248628,0.13475482383238901,0.09509082457691151,0.17155136698790382,0.853199029991122,0.12851883608399967,0.501493094341531,0.4714122293669123,0.5266768082949684,0.3453248080914877,0.8078208675951938,3951760.0
2023-05-16,0.9315940788062487,0.15122745492376607,0.15799426255566879,0.18164029714729804,0.4414527622599812,0.3232894211422852,0.5385341784333525,0.5574806279602327,0.532724798976446,0.42835431315980316,0.7850582436456407,4150900.0
2023-05-17,0.9790859914919007,0.1985977843508719,0.16925188296247645,0.13190808567643028,0.19908459921798868,0.10193566123504101,0.5525838616112487,0.609952958157768,0.5731495213883535,0.5111987771572802,0.6948337108605855,3788540.0
2023-05-18,0.9999999999999999,0.21514319014530492,0.1959435937327378,0.1639815506840242,0.15533322413337286,0.11022724903977031,0.4536523363100281,0.6035877460630221,0.4189405797898632,0.4963618853764442,0.6504323156283766,3652210.0
2023-05-19,0.8888720438831108,0.17191612111820337,0.17099478466446927,0.22572954742514217,0.15241256571560863,0.046856975968416995,0.49964476653403966,0.6193981679319375,0.41709062085382653,0.49640482652180695,0.6817040804292832,3777590.0
2023-05-20,0.7701241630232052,0.17790956146553993,0.12870974085890696,0.24990699437158329,0.1519520119124091,0.0,0.5089282432755972,0.6293152775541853,0.4059120871568781,0.5083552228091662,0.6561803452108145,3437270.0
2023-05-21,0.7251616904633067,0.1834358810746831,0.10319470816505447,0.175884659068143,0.11237558181228685,0.04296069025811654,0.5410273143060778,0.5730886200262982,0.7309442134950519,0.4932871852736422,0.694931507021778,3020020.0
2023-05-22,0.709665925509017,0.17424645817459666,0.2031817114785066,0.27512311533746175,0.0755106735491772,0.20016134822998166,0.6192264543615106,0.5847874393861751,0.88255546232828,0.49149524816597834,0.7573808472455322,3643240.0
2023-05-23,0.6567956741985579,0.18263294773275543,0.3784385328231408,0.4976965336420897,0.060786264956065546,0.20709969866474748,0.5773150352650751,0.5996961851311369,0.8702053548938994,0.4518518453346978,0.7125950056845066,5146270.0
2023-05-24,0.6949918913492052,0.21346291708597737,0.39387056368530077,0.9684100464588785,0.053100864377243,0.27304996077602,0.6262945806179224,0.603219895505109,0.8478475423885536,0.44738440389571316,0.6779254991331572,5832220.0
2023-05-25,0.743605189579793,0.23599732596980796,0.26620069205880076,0.8974353858152049,0.04937997915531864,0.18410345313059678,0.5639180156057243,0.6603332908801895,0.7887623048731593,0.4454759571662148,0.7036285532496093,5217860.0
2023-05-26,0.5899396503260316,0.18836135739478868,0.21654547404725477,0.520651242321093,0.048981329705841625,0.12758461435802942,0.5206016814312895,0.6491825592609156,0.7883362784972786,0.4551827547796363,0.6891225757732612,4123930.0
2023-05-27,0.5068765954627518,0.16354103915832796,0.13599970387163074,0.20481724015501807,0.046602853079924664,0.29759425132761896,0.6156328956002177,0.6837663964155308,0.8538605834459796,0.476465809203391,0.6892274156462422,2668440.0
2023-05-28,0.5015310681415104,0.17807734256894678,0.09247314556872768,0.104908199758504,0.04509313057485115,0.332685202963061,0.5992169243414882,0.6554331141311847,0.6609331047327677,0.4683011891978601,0.7267701465209674,2630380.0
2023-05-29,0.5661957307732833,0.19193836584969648,0.11824620850890183,0.03323992403981915,0.0437331645729138,0.38166634213766115,0.6648133005867957,0.6170321756100473,0.6597986909334731,0.48817630429485687,0.4429616579906186,3057510.0
2023-05-30,0.5113040687795832,0.20525620006889364,0.14784363299323858,0.009875322760283136,0.04268734642367585,0.31171800595349186,0.682320463512614,0.6624158783440137,0.65147121565693,0.5141651375128551,0.42452691122974495,3360270.0
2023-05-31,0.48725657518440535,0.23131981112860298,0.12387191396980612,0.0028659423764223306,0.040680346981425836,0.22354976073084937,0.7495391210721746,0.6664677802839064,0.6285429323728713,0.5382719757392003,0.3151456111617561,3158130.0
