const,paid_search_impressions,paid_social_impressions_adst.2,digital_app_clicks_adst.4,kwai_clicks_adst.3,indicacao_clicks_adst.2,infleux_clicks_adst.2,influencer_clicks,total_approved_accounts_revenue
1.0,0.10614464382816748,0.3855111223476221,0.5760024841994523,0.26633208904365013,0.22638836942942311,0.061269402262617616,0.15806988352745427,2718390
1.0,0.0989668297988037,0.43214033357538073,0.6042913504574298,0.29297352594718995,0.21626226798419948,0.09035174562469146,0.3363838047698281,2680930
1.0,0.23317020119630236,0.419301798125993,0.5074612969803338,0.2781469229425867,0.303020704782904,0.20890494105603602,0.24930671103716034,3830560
1.0,0.20424143556280588,0.37477704959986546,0.4609363832832235,0.3566971095993967,0.3013220880047471,0.2922630146483134,0.7118691070438159,3971740
1.0,0.1762914627514954,0.4037483580976815,0.4101109408871749,0.400580816151048,0.2524190358410937,1.0,0.42817526344980594,5686340
1.0,0.17107123436650354,0.38490647093358465,0.3946361485432551,0.30144714978247156,0.1927434776235122,0.6698315319476003,0.632279534109817,4377350
1.0,0.14127243066884176,0.3668934063127628,0.37505346237735915,0.24915504704605487,0.10101993096021267,0.17430736361081153,0.42651136993899064,2520650
1.0,0.09929309407286568,0.3904460999725895,0.34970054176034826,0.2531549020074326,0.061260614408346646,0.15508522544278056,0.3297282307265669,2765900
1.0,0.08776508972267537,0.12240663629842286,0.1493092197020695,0.0922668898541256,0.0391772844050963,0.09947217972032293,0.2013311148086523,2069510
1.0,0.1586731919521479,0.10281512850064295,0.09430358318186571,0.08216167936445884,0.308938248143749,0.1048670433401583,0.3402662229617305,2321500
1.0,0.14159869494290375,0.08560430262105728,0.08674609780192039,0.07272136622184006,0.5975271397882127,0.06864149378587563,0.3893510815307821,2455260
1.0,0.17096247960848288,0.07323215883965764,0.08288150365009567,0.04978910183793647,0.5024891983466008,0.1361772969871167,0.7498613422074321,2496730
1.0,0.19271343121261555,0.0760374953454655,0.0783576967591394,0.057887448080941456,0.7131722956125045,0.10166076490786252,0.8117027176927344,2626960
